date,inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,total_inflows
6/4/2018,6617316.24,2826636.0,479307.32,891135.02,9606249.0,6732112.24,850126.02,362895.83,7908674.96,36274452.63
5/10/2018,9548706.0,829624.83,9701122.0,1141176.1,227567.6,1807774.0,8091408.0,2649331.6,5940228.27,39936938.4
12/29/2018,8230579.42,7665285.0,9375928.0,9856666.0,529777.0,4221105.5,8176757.66,4487761.23,7369602.62,59913462.43
9/17/2018,7680750.0,422107.25,3962734.0,354279.76,2095695.26,5181059.98,8419352.0,9094422.0,2040690.62,39251090.87
6/9/2018,6908647.45,2586161.5,5545972.0,6850058.86,5186953.0,6070422.53,5497308.83,4037072.22,3024458.01,45707054.4
8/6/2018,7902201.0,8944268.0,9269091.0,7062720.26,359199.8,5135309.0,738470.28,3635382.44,4774974.0,47821615.78
9/3/2018,2223165.06,5899678.49,6399202.47,1943831.19,3911237.16,8439229.0,51665.92,4212672.0,9153285.0,42233966.29
6/27/2018,3831966.89,4389375.0,9698800.0,2007011.11,910579.76,6141604.12,23448.98,1382146.23,982713.66,29367645.75
2/28/2018,1665908.78,829814.58,6563410.0,4874812.0,6074878.0,3743391.84,5313842.0,8087215.0,7829552.0,44982824.2
8/20/2018,7739649.33,7950619.83,5374893.0,454437.01,2093969.0,4136406.6,8957845.0,3824348.27,1871010.67,42403178.71
9/10/2018,9348485.0,2772120.0,6021234.0,3865703.06,8733194.0,2172118.98,3959822.55,6684281.27,9190759.0,52747717.86
7/20/2018,723115.57,1458658.75,1820300.21,7645328.43,6500804.45,9405855.0,4550577.0,7837379.51,6859048.0,46801066.92
5/1/2018,6939358.23,5975178.0,7935698.23,7686885.0,8554607.0,1667897.46,5319899.0,7303562.05,3486118.4,54869203.37
10/10/2018,5942141.32,3512033.0,320315.76,1276244.61,6537622.94,9829006.0,1218871.27,7518238.62,6074254.54,42228728.06
3/31/2018,9422803.0,9294308.0,8999907.0,2361795.66,8796453.0,1440193.0,7452985.0,5954460.96,6904642.06,60627547.68
11/12/2018,5916161.58,7586375.0,1216020.01,3484312.01,3044510.0,8939634.0,3105432.0,3312883.0,7533875.0,44139202.6
10/10/2018,553715.35,5237276.38,2114672.96,964349.86,6012403.81,8761057.0,3375839.92,2889543.4,2738813.17,32647671.85
11/15/2018,6823989.0,3240275.0,394811.44,1055084.44,2938686.0,2348975.35,7438120.5,3723234.3,1322529.67,29285705.7
5/24/2018,8043633.0,6590977.98,9670337.0,6210648.65,9522159.0,7517590.96,7073272.0,4245671.0,1069293.5,59943583.09
12/8/2018,1299619.51,8906354.0,5216795.84,3452711.43,8329325.15,2090704.45,6826834.0,7211530.03,8955754.0,52289628.41
9/5/2018,3600961.05,1131168.16,8235218.47,2333942.24,6302331.57,6391012.0,1317108.86,2507001.0,494325.73,32313069.08
7/23/2018,7018487.45,3049320.0,3433350.39,6970484.0,2629453.0,3821639.0,1330560.33,2044330.65,4436498.0,34734122.82
8/20/2018,7477775.42,1657135.01,9923831.0,2118961.23,6328038.63,8731536.0,8051280.0,686522.43,7991090.0,52966169.72
3/1/2018,4937058.81,550161.03,7249889.94,9331878.0,3026706.28,637150.85,3125939.02,148775.73,9879122.0,38886681.66
1/17/2018,4351645.4,9136748.0,9653311.0,4437603.24,9061717.0,2561579.63,2783232.0,9031183.0,1507978.36,52524997.63
3/1/2018,9444257.0,1646761.0,5436087.0,1473922.11,1829125.58,7546785.46,4736616.57,880901.81,3612904.23,36607360.76
1/6/2018,409799.18,8550735.0,4823043.0,4742880.0,2598593.3,2950592.19,3207622.83,1252009.73,2748889.48,31284164.71
7/4/2018,3260614.6,7290340.97,2086986.53,5634611.6,8162027.09,5465511.48,8450423.0,9157307.0,3572307.96,53080130.23
1/16/2018,903956.02,4725442.08,8793513.0,68821.85,2593148.02,7779762.0,5995108.0,5903991.0,585624.42,37349366.39
6/1/2018,277597.46,2927046.96,556969.77,516216.2,5404673.0,1530668.34,75216.62,7737146.69,8723869.0,27749404.04
1/2/2018,77327.34,5840934.25,6033593.0,3806719.0,8462434.0,1634866.32,6518318.62,7186817.71,2743699.74,42304709.98
9/19/2018,9391553.0,6972703.0,7428990.0,8322044.0,4997664.0,3205746.0,1138505.46,6320384.0,152650.25,47930239.71
1/25/2018,9937832.0,8096556.0,6332658.0,6460262.0,4601465.5,3898999.0,6923786.71,9485523.0,1738701.6,57475783.81
4/14/2018,7734647.0,6641030.0,7034388.0,2863232.73,2666569.42,2063162.49,1390813.38,7258043.07,7561492.74,45213378.83
9/13/2018,9298941.0,4142123.15,9166692.0,3622592.0,8181416.0,8754951.0,1854548.28,4655594.0,9211241.0,58888098.43
3/7/2018,6896468.44,2858040.3,2684005.97,854914.64,1583546.0,198754.49,8537001.0,3783622.05,7805136.61,35201489.5
6/7/2018,835935.68,1493841.26,8373408.44,4880393.82,4854.52,6087322.0,9754072.0,5973345.62,9334975.0,46738148.34
6/27/2018,2572552.0,6283965.0,4819005.0,4516027.53,4579879.71,2525005.0,379294.24,5864245.0,5517665.09,37057638.57
9/12/2018,7661674.06,5826787.71,4654956.0,1332743.2,4412922.0,4437080.64,4362609.0,1295224.76,8263843.0,42247840.37
10/28/2018,8151779.0,7348989.5,292127.08,2171691.28,7348366.4,5692576.75,5322708.6,5838471.34,8893896.0,51060605.95
4/29/2018,3449372.98,6303226.56,9335398.0,3683911.82,4284367.39,6199469.0,3837850.13,238853.92,8080659.0,45413108.8
11/6/2018,6341446.0,4736961.0,2907869.07,8444675.0,4166682.22,2136393.84,1330403.55,9996335.0,8681975.0,48742740.68
5/23/2018,8749588.0,2092762.36,121293.58,7848400.22,3350539.86,8350107.0,100809.18,7961568.0,5181278.0,43756346.2
2/1/2018,1487058.13,7589338.0,8209904.57,889692.7,5791099.0,3198520.01,5018005.97,7376092.22,5348938.0,44908648.6
4/5/2018,224792.32,9901450.0,1026892.64,2593332.39,5711579.0,6368684.4,2596022.01,4663475.31,3860048.9,36946276.97
3/11/2018,2420741.84,5184283.0,5159928.38,455872.55,6627191.12,1531338.0,1179727.97,3445041.0,5534076.0,31538199.86
3/31/2018,3473085.23,8310664.98,974493.99,3671295.0,2530605.53,378457.04,4610143.0,467562.43,6545173.0,30961480.2
1/19/2018,3346361.23,5403470.52,6075893.01,4544237.01,4579188.41,2190776.43,6060560.0,48386.52,8881348.0,41130221.13
6/1/2018,9416510.0,8012490.0,5321100.0,3979459.05,8356554.0,8768403.0,8405669.0,5280408.0,3942886.0,61483479.05
11/18/2018,8382487.82,9736488.0,58219.41,6656442.0,7557479.09,7285292.84,5013589.39,8194159.9,8765739.0,61649897.45
7/25/2018,599413.74,9350163.0,1185846.14,3999282.96,206225.55,3435606.24,9843121.0,2505893.9,406375.69,31531928.22
3/12/2018,5499546.0,4248963.0,4320597.0,8906893.0,9172715.0,847290.13,7843451.0,1531316.0,8663199.0,51033970.13
9/6/2018,4014826.86,7306301.0,663838.7,7938060.3,4496599.0,7603871.0,4161696.81,6662130.0,6589818.73,49437142.4
6/4/2018,8958497.0,9276264.0,8504307.0,7568198.43,6131944.0,4156137.47,576331.0,9722567.0,3281854.6,58176100.5
6/12/2018,7143952.0,85245.21,5279913.26,7530398.21,9060010.0,3643860.0,3042930.29,1975971.52,9279299.0,47041579.49
7/20/2018,5538880.0,6502561.26,3084003.25,5772048.68,8634310.0,5286752.0,6539354.3,1172634.31,9851819.0,52382362.8
6/11/2018,867400.44,4117634.0,26151.4,1292386.92,5579496.0,9655404.0,6531303.0,3793216.0,3867546.43,35730538.19
11/27/2018,3900949.0,3798853.23,4827960.12,1205565.29,2133709.22,2124866.18,6218682.0,1317556.08,2834808.48,28362949.6
9/6/2018,1437616.74,3837300.92,6053347.0,1186218.39,2396205.52,934239.0,9665031.0,3909559.02,1785185.06,31204702.65
5/13/2018,2968841.0,8085718.0,8719103.0,9903114.0,1697043.37,1128167.01,4090975.0,9269803.0,8005512.92,53868277.3
11/12/2018,3357412.0,776016.5,3633709.56,5713451.0,4643647.01,2713888.02,8304157.0,8610214.0,3539296.3,41291791.39
4/15/2018,8402894.0,9631775.0,7729568.0,2570876.58,1184523.0,7593152.0,3415632.9,2338822.0,6390708.98,49257952.46
3/5/2018,3874883.43,9367850.0,1941682.43,9081783.0,3912766.0,8200328.49,2836880.0,3729180.44,3651665.23,46597019.02
7/8/2018,8314879.39,8248149.68,446182.69,1249974.28,784179.06,3370486.23,5171600.69,5721541.0,5252486.0,38559479.02
3/27/2018,166911.91,7741348.0,4603885.4,8897077.0,7155378.0,1795804.93,7634438.78,6754609.0,8355982.6,53105435.62
3/19/2018,145876.98,4671364.0,740585.2,9800788.0,1151824.2,942379.71,1271893.74,6366103.0,5936305.17,31027120.0
10/22/2018,3706394.71,3584209.0,2718699.17,1964704.26,5545617.46,5545175.11,6239409.92,9524547.0,8898606.0,47727362.63
4/14/2018,1027312.26,7922177.07,9882686.0,9489399.0,3558719.0,32906.37,7198593.2,1379255.48,4547292.0,45038340.38
3/3/2018,5631213.0,1246140.0,644398.0,854563.06,2101518.0,4154240.0,7326973.0,5898212.0,6303159.0,34160416.06
5/16/2018,5715557.99,3871859.12,190984.85,5086068.99,9663543.0,1637015.8,9603366.0,9861805.0,1741804.0,47372004.75
4/23/2018,2042231.75,5024328.38,2390996.0,9815975.0,7998705.0,4337263.46,1565264.0,3737703.17,1884175.81,38796642.57
10/17/2018,2675966.9,7216729.68,4247106.78,1271613.16,4449650.0,7014067.26,5674806.0,9554665.0,4767286.43,46871891.21
12/18/2018,1309253.07,3811773.09,62060.21,7042860.5,3735484.95,6769620.95,9365584.0,4583510.43,2135816.0,38815963.2
6/20/2018,1605783.05,9810163.0,6988616.0,6878121.0,2279708.0,9421554.0,6766303.0,9083657.0,4681517.0,57515422.05
7/6/2018,5650648.49,9220998.0,5844885.93,7063820.34,9562318.0,9664551.0,8026094.79,7987995.93,4788044.0,67809356.48
6/21/2018,5610840.0,5192874.33,753558.86,9154292.0,7446856.5,9162858.0,7089567.54,918696.89,2635315.89,47964860.01
11/1/2018,495695.09,5384385.12,277902.79,1182255.21,4227321.31,1759257.93,2629139.0,8776431.0,636584.77,25368972.22
3/22/2018,4284427.0,1104110.99,6968071.08,4384887.0,6348649.0,7132679.64,8527212.0,5219482.0,30988.52,44000507.23
5/12/2018,2516768.66,6819667.0,4067258.43,2274816.05,7921234.48,7577286.25,7645363.11,3966194.91,6467077.0,49255665.89
9/17/2018,313292.14,7393646.0,5369446.34,3080903.4,5253974.0,3307889.0,2356429.86,3258268.93,5534217.0,35868066.67
10/13/2018,4155278.81,2419222.19,3849753.0,2614641.0,2825685.18,9261685.0,1018511.66,8938264.0,5179051.0,40262091.84
10/23/2018,3578807.32,8255828.0,1949638.2,8063882.0,497949.06,6655918.97,4179027.5,3473679.91,4677444.0,41332174.96
4/19/2018,105495.71,7605686.76,3314043.6,8856745.0,683433.2,3904428.15,7856944.0,2062958.53,7789071.0,42178805.95
4/16/2018,4197745.0,3937067.96,4473969.0,1105911.42,5230372.14,4708375.0,7352067.0,1607662.41,9901094.0,42514263.93
3/16/2018,4221045.0,4587806.0,3988927.89,8715968.0,8273378.0,7924341.5,2697469.0,6381387.0,196027.27,46986349.66
7/16/2018,9774155.0,3295871.0,1150228.17,531196.62,5422780.0,9069456.0,2324035.0,7170140.0,225895.19,38963756.98
11/14/2018,9258517.0,5705446.66,2445054.15,982641.72,2267610.82,3312122.44,8102280.0,3769305.81,3743227.0,39586205.6
8/3/2018,9743787.0,4136821.0,8289685.64,5714381.37,4529002.58,703556.25,9249374.0,3011484.73,5870678.31,51248770.88
7/3/2018,8751487.0,5921248.95,2867415.91,9362034.0,6390017.66,5139378.0,4913642.0,1035333.13,2355411.61,46735968.26
12/22/2018,3529845.0,5177149.0,3237769.06,324818.13,2828259.87,7577496.0,6542019.87,4241642.0,7227955.0,40686953.93
4/13/2018,3957545.0,6351880.69,5868638.35,5665974.0,7262637.0,835434.92,7848531.0,2830147.0,4199557.27,44820345.23
8/25/2018,3663458.6,5506851.0,2109528.96,3589815.85,9362503.0,3374827.7,5783428.23,6439584.14,2668307.0,42498304.48
5/8/2018,4125208.53,6180478.95,9135175.0,6126952.0,3365064.82,9945084.0,4329781.0,4176293.47,6820700.0,54204737.77
10/15/2018,8127676.49,8183174.0,5574239.76,3476809.0,9092996.0,4948239.0,1966199.0,1397564.0,5760181.97,48527079.22
6/20/2018,3354681.86,7585790.63,3001953.38,5544788.65,9595830.0,1248011.31,1321790.66,8357845.0,7618224.97,47628916.46
6/6/2018,7400511.61,7558302.56,4519045.0,5604378.03,3504994.0,891990.1,200188.23,6115359.0,340376.86,36135145.39
10/20/2018,8247142.94,7228394.0,4081457.05,8529405.0,1976632.55,4837959.83,880994.53,5636366.0,7805800.6,49224152.5
2/3/2018,1410529.98,74297.29,807876.84,3158372.39,4286345.0,9569233.0,4536363.0,9639569.0,4756042.2,38238628.7
12/5/2018,6879603.0,9405153.0,7957612.0,7095243.53,5563218.0,1985809.08,1417292.93,3885426.0,8061472.28,52250829.82
3/27/2018,5805083.0,7370197.98,3206448.0,1634837.91,7706491.91,9174839.0,1367771.13,3008824.0,3554450.47,42828943.4
10/11/2018,4741376.0,9172126.0,6411861.0,1893554.77,4790694.98,7174848.0,9320229.0,2747924.03,9238282.0,55490895.78
5/28/2018,8181354.0,6691620.0,6923981.11,8585610.0,9054005.0,6063783.78,5737550.7,9680807.0,9645809.0,70564520.59
7/22/2018,6767857.0,5664204.0,3008817.94,6932264.0,1043335.85,3969272.84,3826570.51,840533.31,13419.5,32066274.95
11/12/2018,8599674.0,4907143.0,2346258.87,8610965.0,5450019.2,9259655.0,7871813.0,8456790.0,7884831.0,63387149.07
12/22/2018,5113886.75,6507276.0,3930814.0,493437.38,6650096.0,4763724.0,984833.43,7566306.29,8722837.0,44733210.85
9/5/2018,3845813.87,1251524.7,8606788.0,803641.67,2477723.24,6502393.0,3870097.79,4561634.98,1157808.94,33077426.19
7/13/2018,5167746.72,4331612.72,2790746.09,8430878.0,4544925.0,5273142.0,320420.59,6569787.05,5206241.0,42635499.17
5/9/2018,6517512.61,6288874.62,9937559.0,4820572.18,2126515.37,6226478.49,8935036.0,7529342.63,6060378.0,58442268.9
5/4/2018,1611133.25,7055474.0,2066939.27,3100434.19,5602009.0,3474991.74,7723549.0,9716132.0,8221568.0,48572230.45
8/5/2018,6128742.0,8252787.0,1545586.02,995608.5,7112976.0,3996775.18,8621683.0,9902212.0,5572566.0,52128935.7
9/27/2018,577476.93,2780751.11,4037956.11,4995103.66,2979841.0,7262341.0,5091195.25,5059178.22,492505.85,33276349.13
3/2/2018,8601365.0,4506221.0,8473453.0,2713927.0,941558.58,1173079.95,520151.26,5699171.0,9857583.0,42486509.79
12/8/2018,3402917.0,8543011.0,5021841.1,2881336.0,5401652.49,1616839.0,7802314.0,3375156.97,9493741.0,47538808.56
4/15/2018,6555865.0,3680292.0,3475522.45,7237442.0,6097478.79,4544193.0,610321.88,3703835.98,6133785.0,42038736.1
1/29/2018,5562333.17,8426011.0,1472134.18,6888335.0,275087.25,7052420.08,1909265.2,3441620.15,6387496.0,41414702.03
11/19/2018,2946092.65,6319243.0,5681059.14,4297325.77,5379630.0,392793.91,4893680.0,5877349.0,6512826.0,42299999.47
3/20/2018,2297107.75,7843325.0,9040456.0,6378969.95,243350.51,3089458.0,5423382.0,3211105.0,6103462.23,43630616.44
11/7/2018,7064690.0,6063993.0,9396755.0,9317109.0,3052702.0,3266889.48,3933985.0,6783956.0,9518789.0,58398868.48
12/14/2018,168172.82,1694229.79,3165036.39,9227652.0,8108603.45,5246492.65,5545457.0,7041974.0,7454443.0,47652061.1
3/24/2018,8433042.0,7690082.02,8501374.0,6669329.65,1795194.46,9959740.0,5673022.0,7099935.44,9391711.0,65213430.57
8/17/2018,6726020.18,4470177.0,343571.82,1577874.02,4683497.88,9468820.0,9307925.0,2142113.44,7876886.0,46596885.34
1/20/2018,8242293.53,6900468.03,3670614.17,9529867.0,7218952.0,27422.53,4735931.0,1316506.45,4581474.37,46223529.08
1/17/2018,7917491.0,9715217.0,9942075.0,6771344.64,9887203.0,8962697.0,5343103.91,9650676.0,852461.97,69042269.52
1/7/2018,7244890.22,7156179.33,4848408.0,2987463.02,9445678.0,1969407.48,5708752.0,9587406.0,5955848.81,54904032.86
11/2/2018,9721700.0,8851045.0,1360160.0,6002638.0,1192208.0,7828004.62,4479609.24,26695.74,4335897.0,43797957.6
3/27/2018,4294248.0,1553397.1,513166.76,9252210.0,1234865.47,1295760.22,7352505.0,4550283.97,7378619.0,37425055.52
10/8/2018,8948865.0,1737040.74,345139.24,8696639.0,9465800.0,5424817.0,132315.42,7644224.17,4247492.83,46642333.4
5/15/2018,4143961.19,6718688.93,8080981.49,5110259.0,2545926.35,2288024.52,6707284.56,3394754.81,2112066.48,41101947.33
10/24/2018,761409.45,7622599.0,9938697.0,8220186.78,7149834.95,8282724.0,237583.61,5260297.0,2312268.22,49785600.01
1/15/2018,6176174.0,1359183.0,4350069.0,5618018.69,3260113.21,5891054.68,5070031.0,841699.25,4440012.0,37006354.83
3/14/2018,1431734.78,6749457.77,5650592.0,328886.99,9075748.0,6684784.36,8347602.0,268800.25,1777777.66,40315383.81
1/30/2018,2780133.08,3617285.0,9898293.0,2228227.43,7171115.0,4219397.0,2708547.33,7323123.68,7085975.0,47032096.52
12/28/2018,5105130.0,9055151.0,3662346.0,9493781.0,4951873.0,5264525.8,1736514.0,7933093.18,7963377.0,55165790.98
2/28/2018,819889.3,4417635.69,8930055.0,8974205.0,7150888.0,2158480.33,3201862.04,5650870.01,5457094.0,46760979.37
6/30/2018,2250968.64,4789768.0,7493743.17,5305757.0,4211540.68,6077158.82,6246591.0,3028633.76,5879597.0,45283758.07
3/15/2018,2204859.42,3845358.0,2738601.0,6145647.0,2552093.0,1460510.05,3090933.05,7494793.3,5298666.0,34831460.82
4/7/2018,9980347.0,2354607.0,6137104.0,6322219.0,8361807.0,5964695.0,2378242.0,7190878.9,4650356.39,53340256.29
7/2/2018,754963.48,6866918.0,2014446.04,7542731.0,7788008.0,2866167.0,7286784.7,2445573.0,8326355.0,45891946.22
10/21/2018,4011480.76,8646629.0,4042952.0,2331262.0,4992274.93,3175523.34,1855844.46,8077997.62,3759068.0,40893032.11
6/3/2018,278052.74,2733509.0,3017136.0,5262234.62,5057569.56,5951059.93,8646213.0,3537556.43,2173496.07,36656827.35
5/20/2018,7139516.0,2110130.89,2263923.06,2223687.0,288848.0,8951934.0,5780684.89,7020043.0,8221913.68,44000680.52
11/24/2018,4974180.48,9819885.0,1716598.57,6508777.91,5615782.0,6050087.84,9173367.0,5660748.53,386875.02,49906302.35
8/11/2018,8298668.0,8112762.25,5595196.0,6648041.0,2684088.0,180954.3,11455.37,1717670.24,1004895.09,34253730.25
2/8/2018,2341453.0,9871822.0,5834737.79,3104644.91,1644560.4,8916408.0,2949451.0,4222657.0,2992968.27,41878702.37
10/9/2018,9590891.0,544477.51,994000.56,4573345.0,729759.28,3327595.0,3568713.51,9067628.0,6044797.33,38441207.19
1/25/2018,2610209.31,3617779.89,5839562.22,9735460.0,6373849.0,7645844.0,1041949.93,9108307.0,96282.92,46069244.27
7/3/2018,6811407.9,4714633.78,693797.77,179486.87,2489617.03,5838646.0,9410909.0,661901.67,7282294.0,38082694.02
2/1/2018,8918419.0,5799677.0,7996266.0,8733295.0,7476480.94,3399280.32,6497165.49,2618544.0,2939059.69,54378187.44
7/3/2018,4171936.93,332014.57,4036018.0,9750819.0,5096047.24,1809088.96,9991168.0,3491550.0,1181053.51,39859696.21
6/21/2018,7623863.0,6028712.91,9861994.0,7054960.14,8292211.28,6151769.67,1904678.61,386549.56,2009159.0,49313898.17
7/17/2018,4964736.39,2696274.06,9625203.0,1463392.98,667196.79,8280986.0,8551562.0,7208312.0,9333586.0,52791249.22
6/18/2018,4547142.21,2049100.03,1781646.61,2488531.0,85372.41,3560361.0,6536074.15,4932348.0,1387202.69,27367778.1
10/17/2018,566214.08,536283.03,9071189.0,5900570.0,4460653.34,6262806.83,6394026.96,7006261.95,634459.0,40832464.19
10/8/2018,4703032.76,1783548.63,1512787.0,3683584.34,7927055.0,7714766.0,3446587.72,1836612.2,8493821.0,41101794.65
12/25/2018,5348465.0,1539534.0,3322791.0,222388.56,5896322.0,6649179.0,4888422.0,6239949.22,3868993.58,37976044.36
10/5/2018,4586090.37,1886495.25,7037362.11,617829.32,680599.63,7153958.0,3899037.15,7158550.87,4396324.0,37416246.7
1/11/2018,8594508.0,6227094.0,8129006.0,3098233.54,7753177.0,4869759.48,5758324.31,8271437.0,6447157.22,59148696.55
12/19/2018,4854797.33,8449763.0,7971282.79,6672843.83,2397679.67,4370354.0,6819702.15,9093276.0,9896269.0,60525967.77
2/9/2018,350420.62,5615965.9,5330688.28,6940827.47,6682896.41,1223703.52,9296786.0,3143125.72,771424.19,39355838.11
7/2/2018,2504234.0,4790687.98,1547364.78,7375437.04,1895065.79,8266875.0,5914259.58,5216000.5,3266687.99,40776612.66
8/16/2018,9659363.0,1669517.0,7010263.0,9748235.0,425266.49,5166629.0,4338540.0,1259441.0,8666908.0,47944162.49
11/28/2018,4075151.12,5419881.56,3532245.39,9568536.0,7886365.3,9804480.0,6530604.93,5966217.0,6824546.0,59608027.3
7/5/2018,8416762.0,3568042.0,2775075.37,3225892.86,8091264.32,465392.81,4856768.0,9550795.0,7356585.49,48306577.85
1/23/2018,3979113.39,5912084.0,4475518.79,6571124.68,9872153.0,2112833.16,3577505.0,8357640.09,4957066.07,49815038.18
1/28/2018,7427746.0,6170883.0,1039510.08,6572246.3,5146341.0,4337578.0,3219766.0,9777416.0,6052144.08,49743630.46
8/26/2018,7990922.0,1923562.59,8168490.07,1808584.66,5190770.0,9001298.0,2531320.5,8967143.0,3171007.17,48753097.99
12/15/2018,4498815.19,7591729.21,3785265.16,7809376.09,5697836.18,2471945.0,2613123.27,8836311.0,9162825.0,52467226.1
4/1/2018,463736.45,998080.18,8958315.0,3973266.86,2167025.0,4277209.0,6255861.38,3654120.16,7529878.0,38277492.03
9/18/2018,7734100.69,5687191.0,9486879.0,3209903.79,8927287.0,44174.59,9063433.0,8060169.0,3599427.97,55812566.04
7/26/2018,9131708.0,6232660.13,1367947.0,5830153.81,53423.56,3242227.48,2762483.17,8412986.0,5851948.39,42885537.54
4/25/2018,5012903.95,3194734.46,5297472.0,3505595.64,4952819.62,4673414.2,8671824.0,3735435.24,713781.0,39757980.11
7/15/2018,718942.66,3251596.78,911479.44,287748.33,7808718.0,9758665.0,3352757.84,2638991.38,9766341.0,38495240.43
4/30/2018,5452891.14,2311988.86,8915870.0,2905982.13,6122131.9,8202245.7,4868871.0,1352655.4,2014281.95,42146918.08
2/18/2018,7846596.87,1434148.58,1879733.79,3282239.35,916186.72,574426.35,7631598.0,4265637.64,3743810.85,31574378.15
2/4/2018,851850.9,1101196.02,9599983.0,5252393.0,816383.4,4757695.0,149251.46,9812144.0,4940373.98,37281270.76
2/21/2018,1274985.88,6239414.09,5470571.0,6672723.0,9380126.0,9830607.0,9995083.0,6392840.0,7998404.28,63254754.25
4/1/2018,5993223.0,3795049.32,9770372.0,3949731.04,8260082.0,4916703.0,6660186.0,9949413.0,6646392.12,59941151.48
12/8/2018,8540758.0,2290573.0,8452685.0,1199982.0,4286720.83,7507436.0,6958941.0,8082666.0,6923879.31,54243641.14
9/19/2018,3663010.49,1307935.26,261364.17,6037772.0,6427935.51,6120488.0,7273242.0,5362307.0,3491648.96,39945703.39
11/21/2018,7252855.0,1752334.31,3450599.08,1343672.51,6547405.0,2891505.55,7223650.0,9156851.0,5727543.12,45346415.57
5/24/2018,5773090.0,7480232.0,6455139.0,6013820.82,2447735.46,9922512.0,4990298.0,2749633.0,9971334.0,55803794.28
6/19/2018,8681865.0,8330052.41,5062016.88,3387726.0,5338304.48,887297.34,8483490.0,5954019.66,2785436.54,48910208.31
3/28/2018,6605992.0,797458.23,6703554.57,8373982.64,7159097.05,3017514.96,1105716.55,8565865.0,853414.0,43182595.0
12/15/2018,8401265.0,5499338.0,1192324.8,4090080.49,3692337.14,9193006.0,8848154.0,6800986.99,7387468.44,55104960.86
3/19/2018,879395.52,4789401.0,4809477.0,8246857.77,5129174.97,1593445.13,6948643.0,3262099.24,5320309.27,40978802.9
11/12/2018,4820084.82,3200844.77,6929167.35,8951039.0,1992346.2,7806364.24,9379902.0,5689967.62,3849824.93,52619540.93
12/5/2018,2327675.61,2761612.71,3237044.5,5413621.0,6467938.08,5863315.0,2140414.0,6331531.99,8259178.08,42802330.97
4/19/2018,3551711.21,4548575.0,8027818.69,4330201.0,3468110.57,8496218.0,5973107.2,4619970.0,5887200.94,48902912.61
6/10/2018,6618949.2,7334824.8,9519779.0,2093434.0,9932806.0,1127930.0,9509772.0,3361470.0,2563638.88,52062603.88
6/26/2018,3553277.37,2191353.28,6703015.0,450262.32,7455319.69,4691207.0,847457.54,2761901.19,3261257.09,31915050.48
10/17/2018,2719897.97,734713.2,392864.11,1299644.31,8513145.0,3571369.42,5593037.73,7343797.0,5859584.0,36028052.74
6/20/2018,2648514.52,5214941.1,346949.73,8128135.75,2463313.54,8099575.04,253067.96,9579927.0,8811181.0,45545605.64
5/8/2018,6444753.0,7767119.64,7848187.0,1749691.61,6750411.81,3126155.2,7947215.66,5943624.36,55761.13,47632919.41
10/24/2018,1041592.64,8835284.0,905997.13,1039681.85,8049575.72,4633338.0,1371935.11,2498968.9,3172201.0,31548574.35
3/20/2018,6479497.0,9847272.0,4301420.0,2102983.09,5805745.33,6576860.0,2614270.08,6543732.0,2799403.38,47071182.88
10/9/2018,7853675.33,8611198.0,6373319.0,963746.93,8176474.0,3208549.3,6732582.0,3519252.77,4811006.0,50249803.33
6/6/2018,855119.14,6159805.0,9097877.0,5543231.09,4206616.34,7010276.0,6711769.98,709559.81,492924.94,40787179.3
3/18/2018,1228415.17,6348508.0,8017295.41,7912230.06,9527440.0,8580982.0,9769451.0,3903182.09,4281426.0,59568929.73
2/17/2018,2084966.99,4678539.73,6851077.48,6292719.0,5508309.82,5989145.96,7100059.95,4437393.84,8644821.0,51587033.77
10/3/2018,2169864.94,9539150.0,4552578.0,993225.67,6333643.0,7129139.8,2133480.48,9369314.0,1160486.16,43380882.05
8/27/2018,1123058.24,3300711.73,3358089.0,2243925.0,1437428.78,564152.04,9255812.0,3346903.08,977056.74,25607136.61
9/26/2018,3945451.0,9571561.0,7569897.0,1645796.07,2559265.17,5655954.0,9760122.0,1397812.0,957710.39,43063568.63
11/13/2018,5353637.82,3113214.0,9642111.0,1088637.11,2033005.0,7647712.0,1411576.03,6666867.0,6672450.0,43629209.96
5/15/2018,2593466.21,2454236.18,1666079.46,1514392.44,3132866.69,7490500.38,3127058.77,3526786.0,7903368.0,33408754.13
11/6/2018,6106386.0,4821979.0,2386163.34,5810093.1,3031780.19,4317795.0,3802942.0,9623143.0,3110504.0,43010785.63
10/30/2018,3705219.79,7760659.46,5764413.21,4738711.77,1837225.0,5318685.98,906240.86,3695225.18,1064944.45,34791325.7
10/26/2018,9728955.0,4504659.58,135458.4,8227611.0,5267673.0,6518954.84,3168428.33,2011083.5,6177789.53,45740613.18
7/1/2018,9552169.0,7573105.0,9109954.0,1879836.98,9714002.0,2652708.72,1462234.08,8374993.0,9359929.0,59678931.78
4/4/2018,3332363.0,6139860.59,9804382.0,7994954.0,7966845.14,3328104.69,5167487.67,1958668.2,4313404.0,50006069.29
1/8/2018,3557609.9,5026238.0,8935376.0,3478794.17,9600208.0,5257133.16,104349.75,7546347.91,160215.99,43666272.88
