date,inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,outflows_1,outflows_2,outflows_3,outflows_4,outflows_5
4/16/2018,4532579.91,1244687.45,8767939.0,9904321.0,7221219.65,2826403.21,1829761.0,4760883.0,9676013.0,-7429573.0,-9693158.0,-890653.0,-6348768.92,-4994914.6
11/28/2018,4897967.42,5215462.0,4576277.0,8150364.65,6412820.0,2643347.5,5201678.49,9115772.0,7856164.0,-6298722.0,-4199261.47,-5920522.0,-281641.0,-2068260.81
11/29/2018,5614706.13,2555623.41,6676617.15,86240.99,4097464.28,733209.04,8132965.37,6711641.82,4267193.0,-176524.0,-1326595.0,-2019755.61,-2541548.0,-6393703.0
6/18/2018,7907018.0,5082540.0,6251945.62,2657152.85,2758645.0,3756489.48,193878.87,625719.99,6126391.98,-3228885.86,-2046741.04,-5158252.78,-8561671.0,-3755755.69
2/25/2018,8530553.0,3972077.0,111614.46,2940491.51,4747092.44,3629274.93,1659161.62,8408878.0,9165412.0,-9500396.0,-7177867.0,-1022486.0,-3920229.0,-3609489.0
2/15/2018,8552003.0,1497402.28,3548915.25,8606242.0,2481900.64,1905485.6,6833132.86,6787360.0,5254361.0,-8795727.0,-9632737.0,-370091.0,-2683621.76,-4983069.04
10/13/2018,4231414.0,4185975.42,5347357.25,3247491.49,684968.77,3223207.87,2045244.0,3172854.0,6287522.05,-8237441.0,-6789801.0,-5908742.0,-5024234.0,-9308287.0
9/13/2018,6511633.0,6932076.0,2354594.0,2242841.22,1623269.66,7183836.0,7296850.19,6554147.17,5933997.88,-3014723.66,-7310519.0,-8882471.0,-1599041.0,-5175701.41
1/1/2018,1653757.0,2332731.0,3444244.66,5672563.87,998013.39,8785682.0,754251.95,8550215.0,1977912.3,-7036525.56,-7061656.0,-9329041.0,-5891680.0,-2749803.01
11/11/2018,8817585.0,3736418.14,1374475.54,3413814.37,9281095.0,2159514.47,8955435.0,2438255.0,5854067.15,-7751156.56,-469924.0,-1606351.0,-9246258.0,-7683729.0
4/19/2018,1001712.79,3091792.84,6339689.59,6270480.93,3830325.0,6985902.71,887925.19,4180365.0,304010.76,-8219960.0,-8391232.0,-927005.0,-6931209.0,-5698684.0
8/8/2018,3743870.23,958791.52,2642233.57,1180619.66,3660407.9,1613812.53,6324400.0,2074787.0,7812715.0,-5476933.0,-7154534.0,-2774256.82,-2721898.0,-8311603.0
10/10/2018,2411741.29,6605907.0,3815468.28,876266.19,8598972.0,169333.5,7254185.0,5715162.0,6767422.0,-9395916.0,-1422503.0,-897329.0,-3839017.0,-3953962.0
3/29/2018,6967192.0,294711.44,1428550.75,8324385.0,4279884.57,1367578.0,8620509.0,3639460.38,3550240.78,-876949.0,-8397356.0,-2285165.0,-9908704.0,-2672040.98
12/3/2018,4190061.06,7766585.17,8777026.0,1398533.0,7805674.66,7693476.41,4463775.0,6073170.0,4324718.53,-4208119.67,-2231710.21,-3361288.87,-8080900.69,-6343339.0
4/8/2018,739204.31,9105323.0,6422828.05,2970217.0,4401919.0,3913848.73,7233354.0,6638706.79,6093762.62,-5400717.0,-33230.0,-1539430.0,-8863493.0,-9088114.0
2/19/2018,166484.86,4608973.34,4309321.0,6683085.54,2320668.79,1115227.48,2490957.06,3955146.77,710953.44,-3071075.0,-5848782.0,-505498.0,-9803540.0,-4915253.47
10/27/2018,6661453.0,9690925.0,1224657.25,7737450.14,4248083.87,8001268.0,4589429.95,5604925.1,1946983.8,-3120950.0,-2405880.05,-8630360.0,-654996.0,-9608406.0
12/3/2018,5939937.79,8744322.0,4291651.72,5207523.0,3903188.64,8200881.0,4856897.0,7163789.31,4947846.0,-1077282.0,-1612692.4,-63675.0,-1149067.0,-4916455.0
9/19/2018,8705735.0,1119708.39,1029318.0,8764505.0,7028357.0,6134020.95,6398550.39,8689377.0,6547919.0,-1622372.0,-740249.0,-3249646.36,-4591999.0,-5784383.0
1/7/2018,65311.59,2609119.79,4970847.0,6719897.0,615469.41,625928.98,9957349.0,9025604.0,9245122.0,-2523996.0,-7176361.74,-6369844.0,-8552745.0,-5952129.0
8/5/2018,8920159.0,3217393.25,2318516.94,2289933.0,2453392.31,1175351.74,6833306.88,2494892.24,1845892.69,-3629257.0,-7599439.0,-1563357.0,-7072323.0,-2516185.0
3/9/2018,1960562.86,2865843.23,604405.31,3005263.0,4199551.88,648042.12,7646575.0,1503122.42,358751.27,-5615707.79,-6694403.0,-7534232.68,-9110423.0,-5848103.0
3/17/2018,4862370.0,4028205.48,5485754.0,9042073.0,9229458.0,3393116.15,2493747.33,6769295.0,5992219.22,-6904147.32,-238964.0,-1333188.0,-7510021.0,-204076.0
12/28/2018,8293194.42,4188386.0,3873346.31,6047040.0,7181584.0,4931476.0,6816554.26,4306497.32,9800784.0,-1404466.0,-764574.0,-4135173.18,-7373402.0,-7594039.98
9/22/2018,169619.07,3756127.6,563938.37,7322685.0,4190670.06,3610139.0,3294597.52,8069590.0,3250586.79,-9421320.0,-694732.0,-3709376.35,-34457.0,-7190525.0
12/4/2018,9939241.0,4537389.0,7340904.6,8674230.0,3877190.05,75170.98,3493974.11,8601813.0,4586163.0,-9767703.0,-432676.0,-6393639.0,-4645121.0,-9226164.0
10/6/2018,5043313.58,7608668.03,5845878.0,4071225.44,143364.25,1340265.58,1669097.0,90600.87,6291761.0,-2925941.92,-6089475.0,-4289093.0,-4709478.0,-9773688.0
3/29/2018,6705643.11,9551796.0,9073290.0,2844866.91,4892858.0,6119293.0,6296251.0,8909938.0,1802121.62,-5446408.28,-4276028.0,-6212207.38,-1134366.0,-7451089.0
4/27/2018,6589573.0,5075132.0,5316293.72,7652509.0,1724875.18,7903059.36,5393439.78,7089023.49,9271804.0,-5343518.54,-4205158.0,-5131226.0,-1775228.0,-9200590.0
8/2/2018,8173880.3,4379175.04,3508631.78,8051435.87,2746380.81,3390632.29,7887601.96,3984092.13,4635853.42,-1391415.0,-763472.0,-5328056.24,-8628798.0,-5145099.83
11/17/2018,3288192.3,6014274.04,9636128.0,5372862.0,4687902.49,3156568.52,4961936.74,488955.84,531522.01,-9476719.0,-1536405.0,-9046653.0,-4059509.39,-7615072.0
9/18/2018,2042899.6,5769785.0,3213442.49,7419891.3,3050009.91,3546834.92,8046460.0,9037985.0,1977204.33,-971418.0,-4514667.63,-5253817.79,-7735448.0,-8216234.0
2/3/2018,2405263.0,7038054.39,291534.01,6652360.78,6257812.0,7945432.12,6562330.86,3064626.23,9441625.0,-845825.0,-9614645.0,-6772067.08,-3309767.83,-9700046.0
4/23/2018,2866690.0,5680925.0,2207675.25,7313797.02,9010804.0,6903167.0,7042621.73,1813804.62,8600967.0,-2332070.0,-5798965.96,-9005433.0,-3488274.82,-8369057.0
3/23/2018,5886881.79,1018159.96,9460471.0,8421987.0,9249095.0,3760044.54,4488932.0,8880713.0,2501296.31,-2663904.0,-8186666.0,-6890872.96,-3642602.44,-1819750.47
10/21/2018,6317851.0,1840844.08,3488664.88,7446398.99,7655214.79,2087198.87,9237055.0,2761617.0,416725.46,-5674566.61,-2727498.0,-3787674.53,-3545629.48,-2860146.17
8/3/2018,3273811.0,6227446.46,5629280.12,2425787.0,6773694.79,5737598.0,4130094.63,309448.56,2580766.0,-5571318.0,-8798600.0,-6575006.0,-5063796.0,-3845180.0
2/2/2018,7490087.8,7115496.75,871085.64,6583196.0,7492829.19,6540867.35,6898002.37,490147.32,8766270.0,-424626.0,-177028.0,-4302966.19,-9537300.0,-1275592.0
2/6/2018,5087269.89,9637710.0,619959.0,7024572.44,2489431.89,159989.7,9484173.0,4500371.0,5417852.86,-3935572.67,-8534709.0,-8857051.0,-6599012.91,-8869259.0
11/5/2018,7176119.0,6936337.26,5250914.0,9956437.0,1491325.07,8939922.0,8400086.0,5405105.0,4178398.0,-8737620.0,-7925116.0,-6210561.0,-3463115.0,-6567352.0
10/15/2018,4402730.0,5690641.78,3984151.0,1923352.5,9708097.0,5400995.0,8649601.0,719547.65,3020914.98,-557377.0,-7762113.0,-1077635.0,-4499710.0,-6251186.0
6/30/2018,1846825.24,6645116.0,7182399.29,4310727.74,412869.54,2222434.23,3137470.7,2902003.01,7446630.0,-1512041.0,-7947490.0,-9325793.0,-5042520.0,-4120715.0
9/5/2018,4000597.64,6930116.0,9985589.0,5139988.62,7076390.71,7958215.0,5238169.98,2519728.36,4086063.0,-8356108.0,-431174.0,-5991069.14,-9666164.0,-4028284.3
9/28/2018,7860926.0,3184095.03,4235824.0,8314995.0,6512197.1,6172829.63,8950100.0,782268.49,2665419.39,-9534335.0,-7027321.0,-2906114.26,-673008.0,-3623523.88
7/6/2018,7563962.0,713635.84,5679129.93,7368258.0,8002560.68,9536327.0,6267401.0,4703179.0,3120856.46,-5655638.77,-5111396.91,-1212100.0,-9318016.0,-3238006.0
2/12/2018,5216279.87,6896065.29,4274821.56,2345839.65,7510221.0,7511071.0,8096637.0,2018444.69,861661.8,-7114547.03,-435607.0,-6434791.0,-3541603.35,-7976969.0
4/18/2018,2384147.49,7885352.0,4346725.0,1103728.71,3657698.87,3589519.91,8128262.0,7210624.0,5813868.79,-8218207.0,-2029421.0,-4377604.31,-9537107.0,-5410266.0
6/6/2018,6310641.14,7249979.73,4235585.67,9022328.0,2707601.39,8622522.0,9501925.0,4843158.0,7486727.5,-2669774.45,-5940160.0,-267966.0,-2259511.0,-4753812.98
8/6/2018,3947189.33,7773956.08,2708459.16,2594954.03,9413366.0,1687139.99,9953342.0,921989.74,7863528.0,-9169253.0,-7181622.0,-1783296.02,-3962656.0,-2146045.85
10/2/2018,3251222.08,7158229.98,1184074.0,5687997.78,7084441.93,2178593.43,382779.58,1317134.01,4199809.0,-7636616.52,-1444092.0,-5057676.38,-2859872.0,-4198164.0
1/24/2018,6179181.78,7037901.0,8124810.0,4292471.4,7423289.02,8375539.59,2092460.31,2940033.63,519612.74,-3057708.27,-1278048.0,-4790586.87,-4605476.52,-4718387.62
5/18/2018,9453175.0,1871467.89,2980508.28,9809316.0,9710411.0,9296435.0,146710.99,8836741.0,9537256.0,-9879037.0,-7911984.32,-1125647.0,-6586606.0,-9963306.0
6/21/2018,7884432.72,6365783.0,9002730.0,9477002.0,2116745.07,7096602.0,5157233.0,4455463.93,6051327.11,-4312370.0,-7597870.0,-6015309.26,-6836247.68,-5355449.0
5/7/2018,593738.05,7184662.45,6270347.0,9216093.0,6871922.0,3009986.0,1505414.84,2500379.84,1354468.02,-7723515.0,-4212783.0,-1783894.86,-4429924.0,-4254745.03
10/13/2018,4369550.41,9380661.0,1533386.29,1502653.0,1230507.25,6759384.93,9378594.0,7791900.52,2521284.51,-73137.0,-6584347.0,-5597698.33,-7245498.0,-9285353.0
7/20/2018,3178165.1,1525030.76,6679906.0,1585515.89,586973.22,3616103.0,16657.24,1397059.32,5457483.03,-8769790.0,-4974678.0,-2755663.0,-9754401.0,-1758858.34
5/28/2018,8619429.0,411247.27,5156238.0,8922226.0,4952319.0,9711572.0,7381563.9,7193287.8,6119661.44,-6666643.0,-8112445.15,-1357701.0,-3195764.0,-7636266.0
10/21/2018,7864438.0,492042.37,1386092.98,9409972.0,126891.62,1660269.18,5102293.0,9154198.0,9539597.0,-4896951.73,-2628380.0,-1566918.0,-8132995.65,-8652843.0
2/5/2018,7734594.53,5141581.69,2647492.55,3066035.73,2312296.05,5247254.16,678751.18,5147390.0,2143424.0,-820123.0,-3826742.0,-6633628.0,-3194328.57,-2413131.32
12/11/2018,9530844.0,3564040.13,6748981.0,9646325.0,1925110.0,3996678.32,2962144.32,2969178.46,8461263.0,-8023714.6,-638300.0,-9221230.0,-4113608.28,-6430826.0
2/16/2018,8261960.0,7995066.0,4346851.94,8383072.36,3676120.13,7420049.51,6978515.86,1295519.28,609882.76,-274890.0,-7394234.0,-9339382.0,-1965437.42,-7949275.0
8/19/2018,7397938.0,6582063.0,462675.23,5657465.27,5929135.0,7268255.8,1152007.0,4619652.02,7663983.51,-9487025.0,-5228988.63,-2766673.63,-182462.0,-732554.0
10/16/2018,3678109.93,5624524.0,7025921.0,517413.45,6578146.6,7211083.0,8276540.47,5808879.35,653224.51,-5667772.13,-1772052.64,-306505.0,-2853986.0,-5811348.0
4/28/2018,8273417.78,6063343.0,6359996.0,4068369.29,9268360.0,1673786.88,7707652.0,1590940.0,8473324.0,-9879217.0,-7230429.0,-8647230.0,-3842676.44,-7407092.0
1/28/2018,3004261.11,944969.27,487587.19,4632760.0,9620313.0,179853.84,5114336.27,5152811.22,724143.06,-2153340.05,-1227087.0,-1740197.85,-8660032.0,-1276253.0
12/6/2018,958977.0,2561611.6,9004503.0,7498983.85,7375625.0,2009319.81,2561862.2,9930149.0,1840026.37,-8863817.0,-9123269.0,-1781927.85,-6207465.0,-5596287.72
11/7/2018,9605406.0,616421.58,595287.63,1088292.26,6608530.04,6439512.0,5815436.19,4877961.58,9661145.0,-8951521.0,-8681389.0,-3446050.0,-8360067.0,-4879739.0
7/3/2018,3170922.59,7070358.0,6010604.76,9689889.0,3116508.99,3196581.0,8434654.0,1869430.59,8985385.0,-9352537.0,-6637433.0,-3997306.0,-2419012.83,-7124838.81
4/29/2018,124564.54,6569827.76,7618151.51,9789948.0,817764.74,3059069.0,7462172.99,2923176.0,3148837.86,-2537223.59,-6499236.28,-814050.0,-1837947.19,-8061886.92
1/30/2018,600038.3,9589804.0,3319646.0,1426961.44,5803023.74,2607180.68,3506675.05,5735191.36,8904200.0,-9022561.0,-442981.0,-6353089.88,-1016863.0,-375538.0
6/21/2018,9998446.0,5006518.45,8744694.0,2677668.57,8153829.0,463951.5,1185060.19,1727209.12,4700259.0,-2955124.26,-246329.0,-7665249.0,-472020.0,-5438431.0
2/3/2018,6499657.0,6659850.0,2058952.91,3545751.41,2188490.0,8545182.0,4455247.0,5523492.92,5869608.0,-9037466.0,-9684227.0,-2156510.0,-5990703.23,-6249903.0
7/9/2018,5696573.0,3023655.0,3578380.55,9511282.0,6918562.54,2289505.19,4728023.0,3733046.09,3256121.51,-4481029.28,-4060588.55,-880647.0,-2030850.84,-489632.0
6/30/2018,1628438.3,5621395.0,6984476.14,8932495.0,2513919.0,8991974.0,450905.14,7719555.0,5415842.0,-901119.0,-2127388.0,-4578797.0,-937778.0,-9902896.0
5/23/2018,5272819.0,468654.13,501702.9,6542843.77,8410865.0,7492424.0,4548197.29,8673236.0,9320242.0,-7450094.0,-6506147.05,-8391620.0,-5399952.0,-5116398.6
12/29/2018,2755754.35,8768860.0,7264924.0,1804869.35,1569680.12,4646531.12,283956.0,7241637.0,266991.73,-1294603.0,-4741406.0,-2821340.93,-1024446.0,-9020835.0
12/14/2018,8387412.0,2697900.59,8081821.0,2104021.65,5786698.38,9156674.0,9259156.0,1232729.8,8813808.0,-2088441.25,-7260555.0,-713609.0,-5937191.0,-7922409.8
5/20/2018,7402444.33,8476205.0,8980495.0,7075620.06,5693558.0,7284616.92,4857727.0,5755311.51,9115252.0,-6099037.0,-5288168.0,-9108098.0,-813345.0,-8615109.0
8/30/2018,8257942.0,1349487.76,1013101.31,4050103.53,948277.57,1386337.86,4908899.49,1700855.44,7162234.55,-1938871.7,-6775102.0,-7629401.0,-159942.0,-3846613.0
12/29/2018,9377870.0,9868530.0,689310.59,9878013.0,8005210.0,2071959.17,1032308.77,8054105.7,5599765.03,-5842326.0,-17592.0,-1933559.63,-3172831.75,-6806975.0
5/24/2018,9295797.0,387185.88,465380.8,3377876.07,5874410.54,2407306.0,459893.21,3964170.74,1437776.87,-619493.0,-4089236.37,-4620582.0,-2681044.99,-9022421.0
8/7/2018,3153501.62,5504985.0,1110419.63,9973272.0,777577.92,2314862.08,8058424.0,1021881.4,4986207.05,-635484.0,-4456506.63,-3299269.73,-1861456.0,-6708636.0
12/1/2018,2119735.17,4998833.0,4129677.0,9787004.0,1107490.91,1570879.37,204544.9,1319671.55,1638415.8,-4846655.93,-4716572.0,-5517392.12,-5089536.0,-4252581.0
9/12/2018,523005.22,697205.0,5785814.0,4447683.0,3062356.0,9777083.0,1202625.0,2955697.05,1484789.29,-8785144.0,-4931893.35,-8947262.0,-6413448.0,-8426640.0
5/7/2018,8932604.0,2610839.64,8667403.0,75648.74,7983223.52,1340339.6,9546560.0,5523583.61,3445877.0,-6705964.35,-7824164.0,-3535019.0,-3311839.0,-6044485.0
1/5/2018,7873934.92,2088717.75,7008533.5,1932810.13,4257016.0,6843416.0,4699784.29,622059.01,5990275.0,-3684731.9,-741989.0,-8280547.0,-2441907.62,-3379251.76
2/2/2018,3818885.0,1637998.59,6897187.0,9028206.0,7810872.07,1719039.86,505655.0,1662126.59,5462293.0,-4487118.8,-5435304.44,-5830855.89,-5557377.58,-7062174.0
6/5/2018,6162655.18,8597888.0,8983967.0,1021447.74,4349015.0,9756005.0,2571266.0,4809087.55,4263136.97,-1386605.0,-3523775.9,-4609699.92,-2719524.1,-4797252.87
12/1/2018,6979956.0,9868211.0,8113448.43,7757228.64,2291560.0,8878784.0,7488744.77,9339397.0,1654012.58,-1065686.0,-5211109.0,-1537440.0,-1035258.0,-360873.0
1/1/2018,6166396.0,4155437.35,2212328.42,1425380.22,5100206.0,3743154.0,4642332.67,6261970.0,9713398.0,-5889609.0,-1468670.0,-7150796.0,-2511515.57,-3006296.56
2/9/2018,611093.43,1329253.16,8976135.0,748022.25,5465335.44,4701368.0,7020095.0,4125404.0,5819781.0,-6286856.81,-8838778.0,-3047538.0,-8627585.0,-8642484.0
3/6/2018,2163807.0,5348941.0,4493384.0,4840308.0,9284771.0,6533972.6,3282754.19,4188885.54,9601189.0,-8388299.0,-9022497.0,-8725989.0,-4674742.45,-2353961.0
6/5/2018,7179289.97,9080586.0,3777084.0,5774643.85,2604276.0,1268465.18,9797.42,4097284.55,5612970.0,-2487985.0,-721999.0,-6382394.0,-1684746.0,-3559540.0
11/25/2018,7444686.5,6320385.0,3561888.0,646213.8,9773148.0,4012358.1,7005013.0,3430338.0,2556937.01,-8533924.0,-6776361.0,-7757855.0,-2308701.0,-147602.0
4/3/2018,8460299.0,3290729.0,8730715.0,4162415.87,32587.83,2323985.47,3464076.0,6071070.0,1677138.25,-94224.0,-9970761.0,-5630346.35,-8864146.0,-9270913.0
6/29/2018,3766589.12,4262276.0,189595.03,421672.72,782216.23,6645191.92,1477468.0,8545294.0,6547378.33,-2063037.32,-2941867.01,-5422704.0,-6867470.0,-5081905.46
12/27/2018,7487966.21,5385245.29,7074394.0,9288398.0,5894088.0,6183197.0,8725811.0,267066.94,2145369.86,-8408077.0,-6042432.0,-1582564.0,-9563391.0,-2144602.0
1/21/2018,5190381.21,9597175.0,6915870.09,8912825.0,6658087.0,1642025.53,608555.38,5462016.04,8461805.0,-4204783.38,-2427149.0,-1776878.05,-5265788.0,-2169883.57
7/12/2018,31103.05,8980242.0,7951629.0,8317590.0,1799076.08,9132824.0,2441937.21,4912703.44,1011789.38,-6028821.0,-4372055.0,-7468909.44,-6681903.0,-7865123.46
8/2/2018,1854886.17,4157681.42,2543513.41,5062817.0,1268908.88,5007434.0,5595809.69,357739.29,9867917.0,-4478665.78,-9536493.0,-5249599.0,-9147709.0,-2586558.09
7/9/2018,6927225.0,7103041.55,4027461.4,2495780.97,241632.79,2486039.04,2083180.34,1662224.65,4726102.49,-2183641.47,-4041325.72,-8041393.25,-2101111.92,-1503451.0
1/1/2018,1149863.16,7580464.0,6686453.0,7134232.98,6362033.5,9440263.0,1527231.65,8545806.0,6948880.72,-4555804.26,-1424990.0,-8454061.0,-7684846.29,-757629.0
10/26/2018,2531081.34,6263974.76,8988219.0,9379439.0,9323768.0,865740.61,5428816.0,8647742.0,2171380.0,-6281553.0,-992890.0,-5019496.89,-7563438.0,-5267114.0
10/5/2018,995019.0,243972.72,7827577.92,1992403.32,650334.61,390106.5,8882364.0,9926183.0,604458.56,-3723095.0,-921683.0,-7410433.0,-6373836.0,-2359878.07
8/16/2018,5047052.0,948111.26,5174681.79,9979003.0,9871963.0,2805952.02,8640478.0,3461276.0,9639023.0,-2551176.0,-8164353.0,-3664671.0,-5788840.77,-9651971.0
12/10/2018,1950967.0,5041660.0,2836899.19,8538777.0,9843928.0,1334566.92,9322735.0,1213628.79,9839888.0,-2412188.0,-4541281.87,-785146.0,-547914.0,-2152167.89
7/25/2018,4916734.0,2737419.0,3277657.0,8032670.0,1168778.52,9494678.0,9434637.0,2846396.0,8749528.0,-3677276.1,-6407913.21,-9189531.0,-5460197.36,-309539.0
8/3/2018,1135150.58,9653182.0,1708466.36,1332126.75,178980.99,4258177.0,6334213.97,3974723.0,1426410.22,-9319518.0,-9402579.0,-1744879.32,-7284392.82,-5062506.64
7/19/2018,7209362.0,4696199.0,9366715.0,1420983.57,4350506.1,8796473.0,7339107.33,2531539.35,1127828.6,-6391548.95,-8499925.0,-1643166.87,-7461889.0,-8359028.48
10/15/2018,3274684.67,8093506.0,5270138.0,16599.39,6379750.87,4030350.85,6872623.0,6999757.16,6695911.24,-3888396.0,-2013308.64,-4771498.71,-8875561.0,-9632270.0
5/9/2018,7331722.0,3008901.0,322700.69,6504386.25,6136185.0,9387996.0,8775336.0,7996397.86,278489.0,-895796.0,-2110557.08,-8710068.0,-1134334.0,-5912090.0
4/17/2018,2444911.09,9442770.0,353493.93,6855235.03,9288126.0,6151104.0,3232771.0,8721680.0,4073287.57,-6836199.78,-5614026.0,-4862446.0,-8128836.0,-805499.0
2/21/2018,98516.29,1613581.51,6741985.0,9707966.0,4243815.0,9808381.0,7807132.61,7786115.0,6486516.0,-8533417.0,-8744454.0,-6742036.0,-1046470.0,-5545864.84
9/10/2018,9801614.0,1042330.89,8834195.0,7699302.97,56869.72,6743647.0,5680043.0,9699491.0,5922659.88,-324240.0,-5003327.4,-7705592.0,-8110083.0,-6095571.0
12/4/2018,7102658.6,9956326.0,887468.93,4981909.03,2541765.38,1390160.92,1091902.34,6084021.0,4742231.0,-6287066.01,-6457853.0,-7204882.0,-7116017.0,-7986622.21
1/6/2018,9805629.0,1508114.84,1877478.71,4995990.0,9875421.0,9951353.0,2831846.17,635612.89,2821918.67,-4332955.3,-190688.0,-4829412.0,-4617179.74,-7232625.0
10/20/2018,1190778.2,4369484.0,3286317.41,8532761.0,8791293.0,2641372.0,8363189.76,3103531.35,5114385.0,-7288395.96,-4173986.0,-3702850.2,-7030773.0,-2164641.74
8/24/2018,8101845.0,6096143.67,7621124.0,750940.16,9428651.0,7851224.22,3525875.0,2538797.55,4567894.67,-5415789.03,-6221626.0,-3398169.0,-8297674.0,-8831905.0
10/10/2018,4935667.99,7507184.0,9877764.0,8630476.0,7236724.0,4819476.47,4818475.0,9347021.0,6533357.69,-9728491.0,-6166382.79,-6324124.0,-4552277.0,-8807595.0
2/1/2018,4649512.08,116750.46,491325.63,8468182.0,705186.9,9011958.0,6953061.55,5975270.0,9718644.0,-8064824.54,-3499785.0,-4283260.14,-5664324.0,-7870379.0
7/4/2018,4683219.0,9713108.0,5102945.0,9341829.0,9322612.0,8224285.31,9481432.0,8410212.0,737971.88,-7133133.0,-8752797.0,-4941641.0,-3622571.22,-6758299.86
5/27/2018,4833710.02,2096318.9,5956178.35,4458388.47,7439694.62,6686469.32,5355552.39,232887.94,7685299.86,-7491048.4,-6312453.0,-6214660.57,-5192462.0,-8771284.0
10/3/2018,2122672.33,1263366.94,4778176.0,1282799.19,858796.9,7326833.0,3609367.63,6239513.0,4830587.19,-9526106.0,-4938063.3,-5319077.36,-3157263.04,-1575904.0
12/20/2018,8552122.0,8597098.0,8123541.9,5775919.32,1215818.4,9440197.0,521106.39,6277342.98,3909530.48,-4093782.12,-6604722.25,-3146011.28,-3855729.0,-3140347.87
3/6/2018,8005028.54,7441125.0,4188244.51,1094042.16,1951441.5,8705144.0,6365038.0,9430148.0,9760903.0,-98465.0,-1273574.0,-9834144.0,-3312534.0,-7918060.0
3/21/2018,4608392.0,2513902.0,8745613.0,4610218.05,9585904.0,8453592.0,299734.19,3313236.0,8903890.0,-6969583.0,-5203245.81,-67169.0,-9988038.0,-1365128.0
7/6/2018,750245.0,6942977.56,8328741.99,3757363.01,3729348.0,7211148.39,1930644.33,8323200.0,9242785.0,-9806714.0,-4246502.28,-498477.0,-7807098.0,-1927415.0
7/6/2018,7771164.45,8476167.0,2875758.56,2341731.27,4532041.66,3186385.97,960498.28,1289351.54,9594387.0,-2146334.24,-6887195.08,-5621976.0,-1017866.0,-8442013.0
11/28/2018,542580.35,6533012.55,2714132.0,4209374.0,6679012.97,8018136.27,3439036.86,8797183.0,7277215.29,-4671867.87,-3381107.85,-6056233.0,-1054122.0,-1239325.0
11/12/2018,6206473.46,4274012.24,3120446.3,282542.79,6829735.0,6080106.03,461103.0,8638855.0,6842817.47,-6480387.0,-4713159.92,-8500412.0,-2758756.77,-8260246.1
5/16/2018,2333200.46,1840476.1,3627261.0,7190238.0,4318045.04,168448.65,9951186.0,7901474.01,7228746.23,-3849132.48,-7016506.0,-9018210.0,-1810206.0,-5171635.43
1/30/2018,4432666.98,9963561.0,9795069.0,2114416.28,521614.39,6685515.0,6147565.0,5483855.0,7262214.0,-9240841.0,-5560766.32,-6921769.0,-8708636.0,-6371235.0
7/12/2018,9035270.0,1325636.27,3468900.0,899717.04,3352705.18,3537583.0,7602328.51,202829.0,5636975.0,-1423548.0,-2834586.87,-8641696.0,-1635196.0,-4395895.0
12/19/2018,2007934.29,8786689.0,9624036.0,2629052.95,2608476.75,1108880.53,8351560.0,9929525.0,9627333.0,-377897.0,-5883570.0,-9223764.0,-1996675.3,-7817757.0
5/2/2018,6792846.0,7540154.43,4946755.0,4185802.47,4166417.32,9502876.0,4570937.0,8890514.0,3429641.0,-1320994.0,-5261899.0,-9101196.0,-9503452.0,-7768099.0
12/10/2018,5682961.0,2132042.6,3738811.0,7669103.0,932134.11,8348923.61,8520445.0,5591881.34,7747584.0,-2564114.48,-7355675.0,-1532332.0,-2999300.52,-4264108.0
5/1/2018,6925294.22,3631999.97,3867366.84,8324349.0,11779.56,3013494.0,5991378.0,4408548.14,5684885.0,-1866055.46,-5979448.0,-906208.0,-5976289.0,-1375124.0
1/8/2018,2838919.55,999943.21,1122265.16,3565539.9,1284401.62,493576.44,1627313.35,8698578.0,1401675.61,-7318793.0,-922235.0,-8685597.0,-9080393.0,-5064136.0
6/14/2018,7633445.79,898172.56,2657723.09,1986705.18,5826283.48,7177925.0,9966726.0,6083578.0,8550106.0,-2706020.93,-190105.0,-5069006.0,-2439278.56,-1334582.0
8/1/2018,925864.16,792610.54,9527491.0,5813039.24,4191369.74,9148799.0,1888835.71,7040107.0,616586.64,-6151643.0,-3375021.95,-1524140.0,-2886272.48,-3030762.1
4/6/2018,7826056.0,3003439.54,5083630.0,286844.84,4805144.05,5058126.26,20958.83,3761878.0,9191895.0,-1436391.0,-7226813.0,-107702.0,-5118382.73,-9992695.0
11/30/2018,1864503.91,1563794.31,1485856.64,380978.9,7041391.81,1869474.74,8627801.0,2875632.34,5712494.0,-7422235.0,-6967651.0,-8119761.0,-2891092.35,-1877881.23
6/11/2018,6438760.96,7015869.0,361828.15,5636391.63,1493350.0,8758002.0,240468.91,4805245.69,9907871.0,-1680779.0,-6754013.65,-585272.0,-5404076.0,-2964578.0
5/8/2018,2719608.48,8699148.0,2542570.18,4592876.88,9098323.0,6514003.0,9203238.0,2740357.64,1385904.3,-1776737.0,-6798233.0,-2398305.0,-1066742.0,-7485311.0
1/15/2018,9061052.0,4139462.44,7300547.0,1244286.79,738282.65,8619449.0,3138411.78,6884337.04,2607293.18,-117447.0,-5822861.0,-9554368.0,-8039921.0,-9409675.0
4/24/2018,9882768.0,6691190.02,9666662.0,2357925.79,8394011.0,2201402.0,5986105.0,5473748.0,2578152.0,-8850124.0,-9190736.0,-2158642.55,-3243768.34,-6903141.0
