inflows_1,inflows_2,inflows_3,inflows_4,inflows_5,inflows_6,inflows_7,inflows_8,inflows_9,total_inflows,outflows_1,outflows_2,outflows_3,outflows_4,outflows_5,total_outflows
9600674.0,3162429.0,3093093.89,1781392.22,2702474.19,988398.25,9707263.0,3548535.98,7863181.0,42447441.53,-2953814.0,-1493701.0,-2839397.0,-1336572.0,-3448052.81,-12071536.81
1399490.51,5858385.0,1375138.01,3040962.32,3606180.0,9483249.0,6145653.79,6095174.0,3156518.0,40160750.63,-4717341.17,-8111909.0,-3227496.63,-8884923.0,-2569735.95,-27511405.75
8575458.0,2031901.92,5003942.79,3951240.41,9304346.0,4090191.0,8400376.0,6566112.0,2876914.82,50800482.94,-8297327.0,-3437726.2,-526790.0,-6734622.0,-243101.0,-19239566.2
3306619.0,3191055.0,6680400.79,8064655.6,528654.93,3263719.0,6068764.0,9099982.0,2549679.22,42753529.54,-9531838.0,-6085617.0,-7455634.0,-7820972.0,-2373436.0,-33267497.0
4156288.0,4639163.98,2187231.0,658671.87,2454464.0,9056145.0,4522753.0,6409261.71,5689605.66,39773584.22,-3161863.7,-323326.0,-2649628.25,-4651514.0,-227842.0,-11014173.95
1556208.12,2461992.52,2286707.0,291928.58,2840999.0,1046351.13,9498409.0,7957235.15,134793.58,28074624.08,-441181.0,-4590892.23,-6932714.0,-5698190.0,-1520583.0,-19183560.23
6991863.77,2343661.0,3387404.0,778247.64,9835661.0,9086604.0,3943555.72,5765367.0,8894382.0,51026746.13,-5015838.13,-9009715.0,-854633.0,-4123059.72,-3800881.1,-22804126.95
8544108.0,2005196.76,2477873.99,8441748.0,4288811.0,446314.67,4166687.41,2007283.31,3967261.46,36345284.6,-6191791.36,-5249217.0,-6500575.0,-8165185.86,-8445458.0,-34552227.22
1711277.55,3373716.0,2476992.26,3214763.0,5997592.36,2455089.0,9255607.0,1813220.03,2753351.57,33051608.77,-6919488.0,-2794915.11,-2769414.0,-6402530.0,-2841909.0,-21728256.11
6037124.0,4498563.98,2547587.79,2800413.0,1473165.43,4020639.0,7577187.0,5646773.03,7177597.0,41779050.23,-4006548.19,-8196734.0,-163597.0,-8325332.0,-3750822.07,-24443033.26
190949.91,2229148.44,9676753.0,2124040.6,7646159.0,291225.91,7023016.88,2537657.92,8448047.0,40166998.66,-4776347.09,-8365256.65,-9033965.0,-354957.0,-272577.0,-22803102.74
3075630.67,9085275.0,1137670.5,7933997.89,8748422.0,8477639.0,2616254.88,7303618.89,1058947.57,49437456.4,-5956577.0,-1665348.46,-6151605.0,-545363.0,-5443645.81,-19762539.27
8252011.29,6356312.09,4248241.84,9759805.0,6531071.03,4976862.9,5104418.73,2252187.0,7867114.84,55348024.72,-2743819.0,-6738433.0,-3876481.07,-5399524.67,-813430.0,-19571687.74
409747.76,7948116.0,1774943.39,9867862.0,4765495.0,7614179.2,4269368.94,6994671.0,3472728.0,47117111.29,-7138178.0,-2130104.68,-9603488.0,-3625280.0,-6890785.94,-29387836.62
669373.65,9008323.0,2481866.0,1035407.24,3331167.0,9796099.0,9128957.0,6546540.0,8905708.0,50903440.89,-4287995.0,-2530161.0,-6682941.0,-5480452.0,-8746494.0,-27728043.0
4354233.16,4208114.63,1765198.96,951747.63,8201864.34,2671168.03,3673336.04,2363354.0,346915.27,28535932.06,-603280.0,-3786415.0,-7894008.0,-9482.0,-7044667.0,-19337852.0
7897062.26,5951511.0,8915696.0,5929916.39,4276956.0,4325283.3,8209117.6,2812841.05,4788759.04,53107142.64,-3933464.19,-290891.0,-7125804.0,-1879912.0,-9728748.0,-22958819.19
190742.84,9161985.0,6729339.56,5668315.0,6875670.0,2176846.96,2612240.32,5038222.0,4625227.52,43078589.2,-2056091.07,-2718927.0,-5660205.76,-6394310.0,-7522435.0,-24351968.83
8439779.0,277301.17,9957465.0,9517292.0,9744341.0,984961.9,471557.8,4153212.37,6340347.0,49886257.24,-7922564.99,-9174174.0,-6540087.0,-6893400.76,-5541538.1,-36071764.85
3684440.0,5171286.0,4425384.67,7937382.0,5027970.0,1619298.92,1226396.3,9060154.0,5554711.0,43707022.89,-1098593.0,-2325344.0,-2222757.71,-9595834.0,-9623162.0,-24865690.71
500784.85,5436614.0,9981203.0,5870936.56,475673.03,3307805.08,1892305.78,7956395.04,9793863.0,45215580.34,-641772.0,-2810721.19,-4446926.0,-8650192.0,-4929572.0,-21479183.19
7730727.78,3323406.65,611335.36,1832078.34,5428880.86,4683135.0,5720941.77,3736442.96,15103.05,33082051.77,-5612838.42,-9262296.0,-3248059.14,-6851595.23,-7603949.0,-32578737.79
4422892.0,8959937.0,1295074.16,5622119.0,8581781.0,5384665.95,9193795.0,3638847.0,7733729.0,54832840.11,-4517832.95,-1508124.0,-8294250.73,-7225674.99,-8438540.0,-29984422.67
7649308.11,8270116.0,7108574.0,5929982.0,5811381.0,8864134.0,6099552.0,534307.99,3723676.0,53991031.1,-8744163.0,-8780636.0,-2096796.97,-5448356.07,-7123218.44,-32193170.48
7499557.0,4644765.0,2543677.55,340002.04,748798.42,7397406.0,1322498.85,3174215.0,6322714.14,33993634.0,-3632332.0,-5570640.0,-1550212.0,-7388828.03,-5045063.9,-23187075.93
5238955.49,1250188.77,9769919.0,4101773.64,4598899.0,5395289.46,8025186.45,9245786.0,369759.62,47995757.43,-9644011.0,-5796513.0,-6484881.0,-7337095.0,-4013519.57,-33276019.57
4541747.0,4493224.95,5344161.9,195317.09,2993845.0,2097463.0,9107079.0,8464641.0,9020592.0,46258070.94,-5282516.18,-4019581.0,-2162344.0,-1904905.0,-196355.0,-13565701.18
9460976.0,3156458.66,5298782.0,523546.05,5579035.35,4474373.0,4565679.07,2148811.03,2054931.3,37262592.46,-3135485.0,-347016.0,-4850909.0,-7954248.54,-6663788.0,-22951446.54
4820179.24,9215224.0,5749378.12,8503806.0,4377358.0,3606476.19,3223403.44,1227027.06,9791786.0,50514638.05,-2780536.0,-9247682.0,-7728740.0,-4194130.02,-9661630.0,-33612718.02
1520416.2,5314509.0,6489995.0,3371588.37,4141264.73,6997191.0,5270596.27,2103957.0,7624160.27,42833677.84,-9501482.0,-7773541.0,-2848410.31,-3164249.0,-5402638.48,-28690320.79
2215288.37,9428834.0,322402.2,6080328.0,5672187.33,4356873.2,7240604.85,8742558.0,2244804.37,46303880.32,-7123875.0,-6105108.0,-5280915.0,-438746.0,-2845177.43,-21793821.43
2531440.1,7287530.0,2740945.04,9434516.0,1188080.66,7369484.0,2893240.0,1110613.85,2676313.0,37232162.65,-8821362.0,-5466314.76,-650749.0,-3645756.5,-9196689.0,-27780871.26
3318804.0,4039297.83,9927685.0,1906971.29,8217780.69,202099.19,6248475.0,3883199.0,5783612.08,43527924.08,-121095.0,-7273322.0,-2606244.0,-2203056.0,-4268596.14,-16472313.14
9366898.0,4553258.81,9416561.0,7248136.2,2758206.16,1617153.22,8704163.0,1876264.0,5035790.0,50576430.39,-1982462.5,-8174173.0,-4327590.0,-4386995.0,-5026799.72,-23898020.22
6834676.76,9128401.0,7232038.0,5978881.0,2864741.65,1711831.08,8598674.0,704282.19,9478763.0,52532288.68,-7080163.73,-6366885.0,-5074926.0,-3125364.86,-5730494.57,-27377834.16
2921860.0,1312859.09,5724639.0,1659640.11,7643150.0,9928278.0,6301304.13,2438623.78,4599367.0,42529721.11,-2211400.0,-5218240.16,-38939.0,-9294496.0,-3298442.0,-20061517.16
5708044.32,3385343.92,9867968.0,6433810.0,413598.22,6378986.9,5308541.93,3717317.76,8510526.0,49724137.05,-5856285.0,-6272590.0,-4959043.0,-6960331.0,-526272.0,-24574521.0
2158196.0,1049717.98,5561978.37,5301754.0,8673074.0,8329981.38,8544104.0,602835.57,1438421.3,41660062.6,-2561377.7,-403689.0,-7927350.0,-1148575.0,-7900977.0,-19941968.7
8085737.0,2833060.44,4406726.42,446016.82,248026.98,9044112.0,7540791.2,9670384.0,7159281.0,49434135.86,-7729160.0,-681398.0,-6211314.21,-588064.0,-4885065.0,-20095001.21
5472171.0,7776927.33,7464309.0,390188.2,7009466.0,9833498.0,3112386.0,2308385.63,3005245.0,46372576.16,-5879438.87,-9844643.0,-1226045.0,-3795384.82,-5478662.0,-26224173.69
7779328.0,5316818.27,6597867.67,6264276.0,570169.99,613580.85,360106.97,139428.44,6483063.0,34124639.19,-5809521.0,-6928277.0,-7602819.0,-7019994.0,-1710228.0,-29070839.0
1221359.99,8020154.33,8331206.81,5018595.0,1651848.7,4165600.36,3902330.05,8651354.0,7297794.0,48260243.24,-2151838.0,-5960949.0,-5822254.0,-6323398.0,-1432800.0,-21691239.0
4602587.88,4165541.98,4118036.65,4880028.0,4082440.66,6912180.0,1740480.93,85416.93,5307818.75,35894531.78,-8526071.0,-7183137.0,-3591239.0,-796283.0,-7351076.0,-27447806.0
1915006.01,6929111.61,1253828.72,4216237.0,205118.44,7383914.12,8513232.0,9249978.0,879463.0,40545888.9,-7386144.0,-4368097.92,-1114910.0,-7445213.0,-7954817.0,-28269181.92
1466275.44,6585186.0,9187844.0,4476081.0,2464332.79,8986874.0,513391.67,5386884.04,9872177.0,48939045.94,-9507433.0,-5960456.0,-8697973.0,-8213354.0,-144168.0,-32523384.0
3972527.0,2119630.1,3132280.56,6776108.15,7229554.0,7391729.0,695150.6,8315954.32,1726701.0,41359634.73,-9284316.0,-8032355.89,-6131042.31,-1668672.69,-7307496.0,-32423882.89
154961.69,2672628.03,2223592.11,8100974.4,9218941.0,1627126.21,8723704.0,8566041.0,8351306.0,49639274.44,-9058477.0,-2880009.96,-6827178.6,-8480876.0,-4278138.35,-31524679.91
2191513.49,1761830.0,9274010.0,6976527.0,614909.16,5654769.0,8163098.62,4563096.0,1041594.91,40241348.18,-1912925.52,-2329618.55,-4365098.0,-3407791.39,-4969667.98,-16985101.44
3628065.56,2859672.79,3813227.0,9105248.0,5380279.0,8923316.0,8600841.0,2713792.0,7316752.0,52341193.35,-3092557.0,-8369551.0,-1090376.0,-645184.0,-1882375.0,-15080043.0
8569264.0,2867882.14,776963.29,3547953.37,5034373.56,3570393.71,398130.44,3751000.0,3114790.78,31630751.29,-632891.0,-595452.0,-9425264.0,-2235652.21,-2059230.0,-14948489.21
6376611.0,2022514.55,4170023.14,3510488.82,7010538.0,645193.57,9030953.0,3332824.49,1587897.0,37687043.57,-494553.0,-4145169.0,-7418160.0,-7252882.0,-5942159.22,-25252923.22
9338944.0,420034.11,3449730.74,6572682.0,2224766.86,7793336.0,6859905.89,3784546.63,360161.88,40804108.11,-8446962.0,-1487414.0,-1450335.0,-4528588.42,-7745459.0,-23658758.42
4546715.0,1469100.85,3970738.2,8173071.8,7793235.0,5567322.0,9821955.0,7502769.0,6027935.05,54872841.9,-3239854.0,-5358879.0,-8766349.0,-3596078.79,-5511695.0,-26472855.79
6208336.2,6431829.0,3883801.65,3780662.44,911704.89,3249987.5,5966497.41,5381238.36,1978916.0,37792973.45,-8410314.0,-3929904.0,-684161.0,-1585131.0,-4953912.0,-19563422.0
3761426.48,6423328.41,5324667.4,4136503.62,5210492.6,7777525.53,6956384.39,2586165.33,3681858.64,45858352.4,-7936888.0,-3905749.0,-6233135.0,-7207242.83,-7589863.0,-32872877.83
3594810.07,1583272.2,6313216.0,8648870.0,1177818.14,493411.2,8535639.0,832787.82,8402384.0,39582208.43,-3063648.0,-3761468.98,-5582983.0,-9197217.0,-4825686.03,-26431003.01
1554860.19,884218.99,3705770.13,4173779.89,4356771.12,3094606.58,1869216.66,9897163.0,4082693.81,33619080.37,-4403065.0,-4724691.46,-6214742.0,-7565010.93,-430459.0,-23337968.39
5242498.0,1390794.19,2243832.39,3653466.0,9978137.0,7359440.0,7483002.0,8998366.0,3741854.78,50091390.36,-7497443.49,-1423565.0,-2281481.0,-7570824.32,-2103154.4,-20876468.21
4416520.18,5468435.71,3800966.65,3862234.78,4022441.15,2313346.79,3261204.76,4378106.0,2036393.97,33559649.99,-3627548.0,-2238866.27,-2516162.63,-6281591.37,-6563237.59,-21227405.86
9798918.0,4431965.0,4106323.55,883095.5,5861179.0,3155448.07,7707194.1,7988600.14,7043221.0,50975944.36,-3727099.71,-261844.0,-1462152.0,-8957131.0,-1083325.0,-15491551.71
374288.32,1422572.57,3573265.61,1796798.32,2108419.68,6567462.48,8308693.08,133989.73,9797288.0,34082777.79,-487898.0,-2487233.69,-8192798.58,-4123510.76,-123257.0,-15414698.03
2185459.41,3899962.0,9185988.0,8073884.0,4149844.42,5234782.3,2023416.74,7288410.8,2257453.78,44299201.45,-5983283.68,-9106293.0,-7152429.2,-3582771.0,-2552427.89,-28377204.77
8747814.0,4249000.48,7014068.28,6914443.0,5376311.0,9732041.0,1228416.47,6448200.0,8037745.67,57748039.9,-2040214.0,-1437473.0,-4107447.0,-6068748.0,-5630088.47,-19283970.47
1752278.44,6720779.0,8510587.0,4690183.71,6097773.4,7502999.0,6810565.0,8951435.0,20269.14,51056869.69,-7923618.0,-5459345.16,-2212327.94,-8996081.0,-8105790.0,-32697162.1
9756099.0,306140.32,4641251.0,8161795.56,6348411.06,7500.75,4581901.0,9109967.0,7018870.0,49931935.69,-2509940.0,-6878713.0,-9986965.0,-2482664.1,-5401641.0,-27259923.1
6626140.0,460331.14,9678563.0,2427028.0,3859955.07,1593501.6,2734819.0,3125783.2,1627601.09,32133722.1,-3000588.79,-1657408.73,-4857162.76,-6652990.0,-8941271.0,-25109421.28
2269875.48,7888469.0,4614639.26,6951739.0,519134.52,8716711.0,6056443.0,2546090.82,5891278.54,45454380.62,-535733.0,-7128109.0,-3691497.0,-8546418.0,-4210472.0,-24112229.0
6453672.0,3003615.31,6694058.0,9644546.0,2996157.0,6786987.0,3751997.59,3748406.0,1102382.38,44181821.28,-9688599.0,-384381.0,-5762245.31,-3476725.0,-4971409.0,-24283359.31
2165081.0,7104857.01,8797184.0,5909176.85,1652014.62,4052482.43,3717459.0,7058407.96,5845746.42,46302409.29,-73900.0,-2203384.0,-7421599.0,-1251110.0,-8420023.0,-19370016.0
108014.15,2450788.37,7349763.52,6810827.47,1446069.08,8360883.0,7801801.0,8707178.0,869369.76,43904694.35,-5693298.27,-910046.0,-881581.0,-6974560.0,-2921277.0,-17380762.27
5790106.0,2210280.0,1926191.04,8305163.29,2597988.95,3191099.39,4341823.08,6159031.0,7101968.82,41623651.57,-6893466.0,-5844578.16,-8777055.0,-2569341.0,-8937127.0,-33021567.16
5526675.67,1915411.14,7757765.08,1089699.96,494465.24,1498366.82,3135071.34,5122385.33,4475304.48,31015145.06,-6567683.29,-7776373.53,-3449457.02,-8661923.0,-6075966.0,-32531402.84
6623677.0,6758108.0,5849898.31,3207132.76,279325.46,9703984.0,3350412.25,1999042.26,7930080.62,45701660.66,-3548435.0,-9376208.0,-8964978.0,-6616267.0,-960541.0,-29466429.0
6654967.04,7138188.34,8800655.0,9526249.0,6462276.0,2981904.54,8163497.56,7354918.92,4511257.12,61593913.52,-8831518.0,-886890.0,-1403131.0,-8577937.0,-1807807.0,-21507283.0
614300.26,2016330.0,1025526.11,2248691.61,5741822.24,2983580.83,7908001.0,3306334.0,6468343.0,32312929.05,-5983427.53,-7039333.94,-5941977.0,-4609286.0,-8256053.39,-31830077.86
6599285.6,6497141.0,7217361.83,7222713.0,4076979.98,6001002.51,9609672.0,6505561.0,2679092.38,56408809.3,-5226748.0,-3219017.68,-2051482.0,-584002.0,-8768386.0,-19849635.68
4047923.42,7424757.25,5729348.03,5712150.0,9345835.0,2186548.0,7744770.0,9892580.0,8680408.0,60764319.7,-5177401.86,-6777955.0,-3116329.0,-3898343.0,-5766399.55,-24736428.41
7106585.55,3173271.0,9539090.0,2810073.76,2884543.0,2916598.5,1849237.13,4815039.38,9603194.0,44697632.32,-6278581.2,-1764864.0,-5091951.0,-9648976.0,-866661.0,-23651033.2
3132071.93,4940526.26,6773950.31,2756562.01,6469078.0,1963393.83,8948054.0,9745762.0,4779960.0,49509358.34,-7203041.88,-376587.0,-7641316.0,-8756465.0,-9324081.0,-33301490.88
1268145.0,2185943.76,2395514.55,2465175.0,3961885.54,2189584.26,2336260.08,8971198.0,8356492.0,34130198.19,-5393496.0,-4919345.73,-5945568.0,-4398292.74,-8404466.0,-29061168.47
7042616.0,7006409.01,4495731.82,2043361.56,5241180.0,8525643.0,507241.06,9792921.0,4427627.32,49082730.77,-2771280.0,-2315727.0,-5885524.0,-5538302.88,-1183772.0,-17694605.88
8793444.0,9549923.0,9053338.0,3457032.86,247650.87,1270100.7,5898547.0,4696447.0,7073032.0,50039515.43,-9421141.0,-7653793.0,-2563441.0,-5703716.0,-4865037.53,-30207128.53
3965385.51,8488262.0,3910675.58,6332421.85,415828.68,1768002.83,7589947.0,832982.61,8816058.0,42119564.06,-4599780.0,-6548214.0,-7664534.0,-7514305.0,-7656150.0,-33982983.0
8680849.0,3238019.0,8291541.0,8937494.0,7410303.5,7006519.58,1299947.75,6150838.18,4809569.99,55825082.0,-1032259.0,-3276492.0,-4821030.51,-6209.0,-8253618.35,-17389608.86
9636871.0,1027069.1,1259771.44,5874669.78,4579187.0,1551353.82,6080276.74,5722219.0,5407711.59,41139129.47,-4081705.0,-4857519.0,-4941275.0,-4373067.89,-6341293.94,-24594860.83
4614371.72,5838224.0,7388965.0,9381321.0,5125390.0,3753659.0,6543.01,4294454.0,2037043.0,42439970.73,-9229073.0,-9952116.0,-4087476.0,-9953944.0,-849235.0,-34071844.0
1115294.39,6632806.0,9056540.0,8070387.0,6278263.62,6396744.92,4795872.0,2895853.87,9586372.0,54828133.8,-2371969.0,-4729746.0,-9032936.0,-928053.0,-25477.0,-17088181.0
9777789.0,7298212.3,9568896.0,7294867.34,6897037.0,7501844.71,7384630.47,378616.33,501679.52,56603572.67,-3605860.92,-2965562.84,-5514979.0,-9469400.0,-8850512.0,-30406314.76
3165889.0,7560907.61,1207746.4,7072438.0,7484049.0,9109038.0,2657788.15,863848.9,6586439.74,45708144.8,-4682098.0,-4681151.0,-3761544.67,-9112280.0,-3258762.48,-25495836.15
5959497.0,483229.31,8940462.0,3468921.0,1601036.07,8235896.0,734679.45,6710355.4,6193123.0,42327199.23,-239035.0,-3384763.11,-186315.0,-112771.0,-9191627.0,-13114511.11
7445359.29,8401882.0,3512328.48,7093942.38,7091244.0,610499.0,251043.57,4869805.71,7216814.23,46492918.66,-5193980.0,-3771786.33,-477371.0,-4955595.0,-1434856.0,-15833588.33
4953709.81,4953113.57,3492079.77,825131.23,7645945.68,3326948.75,1405158.05,7785693.0,516435.87,34904215.73,-5838223.0,-8717118.0,-1498392.0,-4528791.0,-2560520.0,-23143044.0
1142651.21,3190326.66,8239969.43,5640558.57,4782774.0,4703845.0,9514202.0,8837425.0,3158340.62,49210092.49,-4550063.42,-5196966.0,-684701.0,-3157855.0,-1080384.0,-14669969.42
4771633.0,4632437.57,6451469.0,9933122.0,4669852.0,2834733.88,1922969.98,9251399.0,4042018.55,48509634.98,-3287818.92,-5358735.38,-2221923.1,-4141174.0,-4816777.0,-19826428.4
9721525.0,1733348.21,9980529.0,332098.2,1412395.0,5002765.0,8018362.43,256108.55,6415834.36,42872965.75,-3469411.0,-9856385.0,-6241503.0,-2209352.0,-5875416.0,-27652067.0
5032938.0,9328206.0,9018461.0,6115685.0,5833695.0,6334365.0,7814325.66,2456305.12,3982662.2,55916642.98,-5193263.59,-1154731.0,-5416964.0,-241455.0,-7390599.0,-19397012.59
7678871.0,7713022.0,6652288.38,3183722.66,4622388.0,8211521.0,6272191.34,7596335.0,9931342.0,61861681.38,-9607547.0,-993972.0,-1484340.0,-9240020.0,-9208703.0,-30534582.0
6736167.0,6883952.01,8873713.0,7436126.39,5508586.06,9942069.0,9853071.0,4292363.0,2513734.0,62039781.46,-6389253.0,-2748883.46,-6050174.0,-9375639.0,-1870050.42,-26433999.88
9037049.0,2126729.19,7570486.0,6461948.36,5535009.55,4802050.0,5910675.6,8184000.0,1269566.74,50897514.44,-2463948.0,-5718120.0,-8920013.0,-7201899.0,-1236971.0,-25540951.0
7683316.0,7528118.0,7536620.02,2215531.0,8309729.38,8016144.52,7350888.0,3874243.73,4154400.68,56668991.33,-6503673.0,-4477932.0,-5946839.0,-2315787.0,-6634660.0,-25878891.0
8097805.0,2085078.16,8426015.0,822980.3,5739159.26,2395062.87,6566143.65,3965734.5,647181.48,38745160.22,-6400435.0,-9527227.0,-5293850.7,-2092243.0,-3565901.16,-26879656.86
2857384.38,5251793.11,834270.84,8965691.0,2734544.15,3229500.34,504639.84,9869018.0,7115363.0,41362204.66,-7285630.0,-2229789.14,-3885626.0,-9071592.0,-6565632.81,-29038269.95
4159626.73,2047029.0,3886215.34,8807476.0,6823546.04,2992009.91,15382.64,5457750.0,9410073.0,43599108.66,-487630.0,-8863459.0,-9331327.0,-4303973.0,-8879174.0,-31865563.0
4139120.0,4976648.74,401551.76,7277021.0,105430.07,4486956.4,2343029.0,4919871.0,328160.95,28977788.92,-5959875.0,-2411249.0,-1489735.0,-7063653.0,-3363719.42,-20288231.42
4442673.62,8275624.21,3888679.0,4017719.33,7850121.0,1547223.24,5978339.79,6402141.29,1201425.33,43603946.81,-3415448.77,-3622073.21,-2103417.0,-5414963.0,-3039447.0,-17595348.98
8090021.69,349757.49,5338993.0,9226153.0,3300641.0,5044156.0,8027167.1,4529447.73,8808693.0,52715030.01,-5691434.93,-8759494.0,-6969314.0,-4977139.0,-4860166.11,-31257548.04
5605571.0,7749020.0,4049353.86,4547259.78,4756520.99,9325891.0,6310329.35,163077.63,8765269.0,51272292.61,-3333531.84,-3651325.0,-7132962.0,-1771711.0,-1982803.18,-17872333.02
2341224.0,4020141.0,8246960.8,4077097.43,2083721.45,4488276.0,5595485.0,2376426.67,2771245.17,36000577.52,-3401408.0,-6142234.0,-7799825.0,-1181702.0,-7661660.0,-26186829.0
5041299.0,6892051.0,7330943.75,3306433.87,3292019.85,3279093.0,9608780.0,4476398.0,6474443.28,49701461.75,-6736049.97,-5071371.0,-7077409.64,-498625.0,-2418647.07,-21802102.68
784038.05,9384814.0,4174318.75,475893.34,1231376.13,960813.6,3248314.66,8763151.0,1251762.1,30274481.63,-6801539.0,-7388056.0,-5001340.03,-2747778.98,-5076711.24,-27015425.25
7920672.0,7756195.0,2087205.39,3228850.38,6229214.0,9088605.0,5199823.0,8807907.0,4671339.0,54989810.77,-9326162.0,-6482502.0,-5672619.55,-4973265.73,-6848665.0,-33303214.28
6734582.42,4328328.0,6946753.58,1526944.95,2268790.0,4877863.25,6298565.0,9668511.0,5261097.0,47911435.2,-3666691.3,-2145902.42,-5602535.44,-1524229.0,-5608113.0,-18547471.16
1778156.45,1885199.0,3498612.94,6860330.0,8995309.0,1674142.14,761994.66,9663190.0,8371285.0,43488219.19,-5250845.0,-459926.0,-765856.0,-5360378.51,-6024791.0,-17861796.51
3198808.7,9666764.0,2810241.89,6013346.79,9742749.0,6634122.42,9801381.0,9176200.0,8385666.04,65429279.84,-9225808.0,-8088656.42,-8485534.0,-8231495.0,-2702961.08,-36734454.5
6701354.52,8312696.0,916561.09,3835126.19,6451805.78,2764835.95,7851656.99,7485232.64,5609931.0,49929200.16,-9241060.0,-4187379.0,-4488942.3,-4910961.0,-8783717.0,-31612059.3
9713293.0,6497925.0,3880764.27,8464476.0,8052971.0,9756256.0,5280592.69,6794097.0,7374674.57,65815049.53,-9714321.0,-4999565.26,-9275632.0,-5919697.0,-7234375.61,-37143590.87
2371997.13,614071.32,7589702.0,374505.84,7877359.0,8995841.0,8729966.0,6567623.0,6306928.0,49427993.29,-8480164.0,-6373517.0,-4870479.0,-4828311.0,-2701615.0,-27254086.0
755970.54,4030385.0,2554602.0,9342844.0,4990848.0,4485182.33,3541352.81,2757290.65,4476834.84,36935310.17,-8946372.0,-3770636.0,-4859975.0,-465793.0,-5527192.48,-23569968.48
1935510.93,5184397.0,8809379.0,3835785.51,8558813.0,6674492.1,9766833.0,1409725.39,6889616.02,53064551.95,-8636984.0,-3245473.5,-2390598.28,-8611918.0,-1436782.0,-24321755.78
6258143.99,4261166.32,9875350.0,9999979.0,8646988.0,8487666.0,9030261.0,4295644.97,7947915.01,68803114.29,-1434089.0,-1206728.0,-8666556.0,-9119904.0,-1518019.0,-21945296.0
9626486.0,7761456.16,2322897.54,9934241.0,4127897.09,7258205.0,7915971.27,647579.76,1242885.0,50837618.82,-8894467.0,-2155106.1,-3543525.09,-2462083.52,-1954964.69,-19010146.4
9700671.0,1479815.33,6432592.0,3281380.96,6138954.0,3866831.0,7743204.87,9974107.0,229610.23,48847166.39,-6531652.38,-576280.0,-6959442.7,-9805061.0,-9124709.0,-32997145.08
5228149.0,8554471.0,6366709.91,7113849.02,4320984.86,8523094.0,771353.36,2422640.08,7475695.0,50776946.23,-9403831.0,-6510624.59,-81878.0,-244927.0,-3488071.0,-19729331.59
3131878.47,4602654.0,7652829.4,2510569.0,7457114.97,8658821.0,7155494.6,6923855.26,4011380.94,52104597.64,-4685237.0,-3817870.7,-5049006.12,-7287886.0,-4195515.0,-25035514.82
858152.63,2232130.77,2634942.0,782384.72,4820327.0,9903201.0,9894241.0,2180340.0,6315750.55,39621469.67,-3888087.64,-6408524.0,-3392811.26,-151400.0,-2580805.0,-16421627.9
7935285.65,2976340.84,8208187.31,740796.88,1636432.67,8801368.0,9980450.0,1290287.28,7674979.0,49244127.63,-9403328.0,-3048406.79,-2789894.0,-7847281.0,-4311944.0,-27400853.79
1138160.55,7584322.88,6222513.0,4052813.2,8132784.0,2684615.99,2677199.71,6410403.0,822755.17,39725567.5,-2190511.46,-7076272.0,-6444890.0,-76238.0,-7683784.0,-23471695.46
1010807.09,7262511.0,2219312.83,9604022.0,4552051.06,7774384.59,7729824.0,7510820.0,9710711.0,57374443.57,-5963410.0,-1496707.0,-8329724.0,-6759280.0,-329050.0,-22878171.0
5367321.55,716176.23,987332.38,3105318.0,4354806.0,7513409.7,9855157.0,1143010.55,8214622.0,41257153.41,-2060489.42,-991179.0,-6027036.0,-9131329.0,-2256258.0,-20466291.42
9702517.0,9455015.0,860464.77,3384858.33,9956815.0,7940398.0,9799747.0,7191156.05,1300243.67,59591214.82,-5122384.79,-7012543.88,-6319717.0,-5955073.0,-7953329.18,-32363047.85
3659205.0,7721070.94,5159854.0,8231905.0,1229994.31,7281052.0,5494204.0,5370424.0,204549.46,44352258.71,-1446585.0,-9736043.0,-9316866.0,-2059120.31,-2055577.0,-24614191.31
3749387.53,1661980.03,4643407.36,7626615.0,2089465.88,7061532.0,7907421.82,4678751.0,8178847.0,47597407.62,-6656387.0,-8926491.0,-8380879.5,-9781738.0,-5440428.45,-39185923.95
6949540.0,7396648.49,6699832.48,2188550.74,2557519.79,5654592.2,6057992.56,7248030.0,3471427.35,48224133.61,-2265071.0,-8317785.0,-604049.0,-3260363.02,-1900113.0,-16347381.02
9820298.0,1588581.48,2317975.0,7882435.51,9769507.0,8921548.0,5216797.23,3106929.79,7302111.83,55926183.84,-1848576.66,-6326620.0,-1250470.0,-4887464.0,-9847284.0,-24160414.66
2027915.95,2015904.0,7714654.0,5126322.0,325240.92,4854151.44,9991827.0,2107404.19,9157808.0,43321227.5,-1454747.0,-1450878.0,-2494536.48,-5999775.0,-6980590.0,-18380526.48
9273203.0,1279140.56,7776873.0,9908838.0,1832034.89,9826626.0,2716922.58,3212393.69,2081924.0,47907955.72,-5564852.0,-3326952.0,-1417856.0,-7393845.98,-8130221.0,-25833726.98
6368359.0,9344527.0,5806197.0,3598300.97,4986590.0,6875637.0,7207393.56,8672240.0,6327134.52,59186379.05,-6268367.41,-6443584.0,-4273685.73,-3508325.0,-2518303.0,-23012265.14
3619597.98,5164378.0,9867448.0,4849380.43,7001693.48,2354804.52,9753162.0,2387331.0,4702093.0,49699888.41,-4624249.0,-6694965.72,-8648632.0,-8383327.0,-10098.0,-28361271.72
